greater	JJR	O
risk	NN	O
of	IN	O
serious	JJ	O
complications	NNS	O
of	IN	O
constipation	NN	O
.	.	O

If	IN	O
you	PRP	O
stop	VBP	O
using	VBG	O
alli	NN	O
(	(	O
orlistat	JJ	O
60	CD	DOS
mg	NN	UNIT
)	)	O
,	,	O
continue	VBP	O
with	IN	O
a	DT	O
diet	JJ	O
and	CC	O
exercise	JJ	O
program	NN	O
.	.	O

The	DT	O
recommended	VBN	O
dose	NN	O
of	IN	O
ACCOLATE	NNP	O
in	IN	O
adults	NNS	WHO
and	CC	WHO
children	NNS	WHO
12	CD	WHO
years	NNS	WHO
and	CC	WHO
older	JJR	WHO
is	VBZ	O
20	CD	DOS
mg	JJ	UNIT
twice	RB	FREQ
daily	RB	FREQ
.	.	O

In	IN	O
adults	NNS	WHO
,	,	O
hypertonic	JJ	O
mixtures	NNS	O
of	IN	O
amino	NN	O
acids	NNS	O
and	CC	O
dextrose	VB	O
may	MD	O
be	VB	O
safely	RB	O
administered	VBN	O
by	IN	O
continuous	JJ	O
infusion	NN	O
through	IN	O
a	DT	O
central	JJ	O
venous	JJ	O
catheter	NN	O
with	IN	O
the	DT	O
tip	NN	O
located	VBN	O
in	IN	O
the	DT	O
vena	NN	O
cava	NN	O
.	.	O

Once	RB	O
a	DT	O
stable	JJ	O
dose	NN	O
is	VBZ	O
attained	VBN	O
,	,	O
monitor	VB	O
trough	IN	O
concentrations	NNS	O
every	DT	O
3	CD	FREQ
to	TO	O
6	CD	FREQ
months	NNS	FREQ
in	IN	O
patients	NNS	WHO
with	IN	WHO
changing	VBG	WHO
body	NN	WHO
surface	JJ	WHO
area	NN	WHO
or	CC	O
every	DT	O
6	CD	FREQ
to	TO	O
12	CD	FREQ
months	NNS	FREQ
in	IN	O
patients	NNS	WHO
with	IN	WHO
stable	JJ	WHO
body	NN	WHO
surface	JJ	WHO
area	NN	WHO
for	IN	O
the	DT	O
duration	NN	O
of	IN	O
treatment	NN	O
.	.	O

More	JJR	O
than	IN	O
two	CD	DOS
5	CD	DOS
mg	JJ	UNIT
tablets	NNS	UNIT
of	IN	O
amiloride	JJ	O
HCl	NNP	O
daily	RB	FREQ
usually	RB	O
are	VBP	O
not	RB	O
needed	VBN	O
,	,	O
and	CC	O
there	EX	O
is	VBZ	O
little	JJ	O
controlled	JJ	O
experience	NN	O
with	IN	O
such	JJ	O
doses	NNS	O
.	.	O

The	DT	O
recommended	VBN	O
dose	NN	O
of	IN	O
AROMASIN	NNP	O
in	IN	O
early	JJ	O
and	CC	O
advanced	JJ	O
breast	NN	O
cancer	NN	O
is	VBZ	O
one	CD	DOS
25	CD	DOS
mg	NN	UNIT
tablet	NN	UNIT
once	IN	FREQ
daily	JJ	FREQ
after	IN	O
a	DT	O
meal	NN	O
.	.	O

See	JJ	O
Dosage	NNP	O
Guidelines	NNP	O
for	IN	O
the	DT	O
use	NN	O
of	IN	O
ALFENTA	NNP	O
(	(	O
alfenta	NN	O
(	(	O
alfenta	JJ	O
(	(	O
alfentanil	NN	O
)	)	O
nil	NN	O
)	)	O
nil	NN	O
)	)	O
:	:	O
1	CD	O
)	)	O
by	IN	O
incremental	JJ	O
injection	NN	O
as	IN	O
an	DT	O
analgesic	JJ	O
adjunct	NN	O
to	TO	O
anesthesia	VB	O
with	IN	O
barbiturate	JJ	O
/	NNS	O
nitrous	JJ	O
oxide	IN	O
/	NNP	O
oxygen	NN	O
for	IN	O
short	JJ	O
surgical	JJ	O
procedures	NNS	O
(	(	O
expected	VBN	O
duration	NN	O
of	IN	O
less	JJR	O
than	IN	O
one	CD	O
hour	NN	O
)	)	O
;	:	O
2	CD	O
)	)	O
by	IN	O
continuous	JJ	O
infusion	NN	O
as	IN	O
a	DT	O
maintenance	NN	O
analgesic	JJ	O
with	IN	O
nitrous	JJ	O
oxide	JJ	O
/	NNP	O
oxygen	NN	O
for	IN	O
general	JJ	O
surgical	JJ	O
procedures	NNS	O
;	:	O
and	CC	O
3	CD	O
)	)	O
by	IN	O
intravenous	JJ	O
injection	NN	O
in	IN	O
anesthetic	JJ	O
doses	NNS	O
for	IN	O
the	DT	O
induction	NN	O
of	IN	O
anesthesia	NN	O
for	IN	O
general	JJ	O
surgical	JJ	O
procedures	NNS	O
with	IN	O
a	DT	O
minimum	NN	O
expected	VBN	O
duration	NN	O
of	IN	O
45	CD	O
minutes	NNS	O
;	:	O
and	CC	O
4	CD	O
)	)	O
by	IN	O
intravenous	JJ	O
injection	NN	O
as	IN	O
the	DT	O
analgesic	JJ	O
component	NN	O
for	IN	O
monitored	JJ	O
anesthesia	NN	O
care	NN	O
(	(	O
MAC	NNP	O
)	)	O
.	.	O

NIASPAN	NNP	O
must	MD	O
be	VB	O
titrated	VBN	O
and	CC	O
the	DT	O
dose	NN	O
should	MD	O
not	RB	O
be	VB	O
increased	VBN	O
by	IN	O
more	JJR	O
than	IN	O
500	CD	DOS
mg	JJ	UNIT
every	DT	FREQ
4	CD	FREQ
weeks	NNS	FREQ
up	RB	O
to	TO	O
a	DT	O
maximum	JJ	O
dose	NN	O
of	IN	O
2000	CD	DOS
mg	NN	UNIT
a	DT	FREQ
day	NN	FREQ
.	.	O

The	DT	O
recommended	JJ	O
dosage	NN	O
of	IN	O
ADDYI	NNP	O
is	VBZ	O
100	CD	DOS
mg	NN	UNIT
administered	VBN	O
orally	RB	O
once	RB	FREQ
per	IN	FREQ
day	NN	FREQ
at	IN	O
bedtime	NN	O
.	.	O

Administer	NNP	O
intravenously	RB	O
25	CD	DOS
mcg	NNS	UNIT
/	JJ	O
kg	NN	O
within	IN	O
5	CD	O
minutes	NNS	O
and	CC	O
then	RB	O
0.15	CD	DOS
mcg	NNS	UNIT
/	JJ	O
kg	FW	O
/	FW	O
min	FW	O
(	(	O
or	CC	O
0.075	CD	DOS
mcg	NNS	UNIT
/	JJ	O
kg	FW	O
/	FW	O
min	NN	O
for	IN	O
patients	NNS	WHO
with	IN	WHO
creatinine	JJ	WHO
clearance	NN	WHO
≤60	NNP	WHO
mL	NN	WHO
/	NNP	O
min	NN	O
)	)	O
,	,	O
for	IN	O
up	IN	O
to	TO	O
18	CD	O
hours	NNS	O
.	.	O

For	IN	O
pediatric	JJ	WHO
patients	NNS	WHO
<	VBP	WHO
16	CD	WHO
years	NNS	WHO
of	IN	WHO
age	NN	WHO
weighing	VBG	WHO
≥	$	WHO
70	CD	WHO
kg	NN	WHO
,	,	O
the	DT	O
recommended	VBN	O
dose	NN	O
is	VBZ	O
10	CD	DOS
mCi	NN	UNIT
(	(	O
370	CD	DOS
MBq	NNP	UNIT
)	)	O
[	VBD	O
see	VB	O
Clinical	JJ	O
Studies	NNPS	O
]	NNP	O
.	.	O

Such	JJ	O
infusates	NNS	O
can	MD	O
be	VB	O
prepared	VBN	O
by	IN	O
dilutions	NNS	O
of	IN	O
Aminosyn	NNP	O
-	:	O
HF	$	O
8	CD	O
%	NN	O
with	IN	O
Sterile	NNP	O
Water	NNP	O
for	IN	O
Injection	NNP	O
,	,	O
USP	NNP	O
or	CC	O
5	CD	O
%	NN	O
to	TO	O
10	CD	O
%	NN	O
dextrose	NN	O
to	TO	O
prepare	VB	O
isotonic	JJ	O
or	CC	O
slightly	RB	O
hypertonic	JJ	O
solutions	NNS	O
for	IN	O
peripheral	JJ	O
infusion	NN	O
.	.	O

A	DT	O
dosage	NN	O
of	IN	O
0.5	CD	DOS
to	TO	O
1	CD	DOS
gram	NN	UNIT
of	IN	O
essential	JJ	O
amino	NN	O
acids	NNS	O
per	IN	O
kilogram	NN	O
of	IN	O
body	NN	O
weight	JJ	O
per	IN	FREQ
day	NN	FREQ
will	MD	O
meet	VB	O
the	DT	O
requirements	NNS	O
of	IN	O
the	DT	WHO
majority	NN	WHO
of	IN	WHO
pediatric	JJ	WHO
patients	NNS	WHO
.	.	O

For	IN	O
more	JJR	O
severe	JJ	O
infections	NNS	O
,	,	O
up	RB	O
to	TO	O
4.4	CD	DOS
mg	NNS	UNIT
per	IN	O
kg	NN	O
of	IN	O
body	NN	O
weight	NN	O
may	MD	O
be	VB	O
used	VBN	O
.	.	O

Example	NN	O
:	:	O
UPAH	NNP	O
=	VBZ	O
8.0	CD	DOS
mg	NN	UNIT
/	NN	O
mL	NN	O

The	DT	O
dose	NN	O
of	IN	O
ADCETRIS	NNP	O
should	MD	O
be	VB	O
held	VBN	O
for	IN	O
Grade	NNP	O
3	CD	O
or	CC	O
4	CD	O
neutropenia	NN	O
until	IN	O
resolution	NN	O
to	TO	O
baseline	VB	O
or	CC	O
Grade	VB	O
2	CD	O
or	CC	O
lower	JJR	O
.	.	O

When	WRB	O
improvement	NN	O
is	VBZ	O
noted	VBN	O
,	,	O
dosage	NN	O
should	MD	O
be	VB	O
gradually	RB	O
reduced	VBN	O
to	TO	O
maintenance	NN	O
levels	NNS	O
ranging	VBG	O
from	IN	O
125	CD	DOS
mg	NNS	UNIT
to	TO	O
500	CD	DOS
mg	NNS	UNIT
daily	RB	FREQ
.	.	O

Once	RB	O
an	DT	O
effective	JJ	O
dosage	NN	O
is	VBZ	O
established	VBN	O
,	,	O
amoxapine	NN	O
(	(	O
amoxapine	NN	O
(	(	O
amoxapine	JJ	O
tablets	NNS	O
)	)	O
tablets	NNS	O
)	)	O
may	MD	O
conveniently	RB	O
be	VB	O
given	VBN	O
in	IN	O
a	DT	O
single	JJ	DOS
bedtime	NN	UNIT
dose	NN	UNIT
,	,	O
not	RB	O
to	TO	O
exceed	VB	O
300	CD	DOS
mg	NNS	UNIT
.	.	O

Patients	NNS	WHO
requiring	VBG	WHO
reductions	NNS	WHO
in	IN	WHO
LDL	NNP	WHO
cholesterol	NN	WHO
of	IN	O
20	CD	O
%	NN	O
or	CC	O
more	JJR	O
to	TO	O
achieve	VB	O
their	PRP$	O
goal	NN	O
(	(	O
see	VB	O
INDICATIONS	NNP	O
AND	NNP	O
USAGE	NNP	O
)	)	O
should	MD	O
be	VB	O
started	VBN	O
on	IN	O
20	CD	DOS
mg	NNS	UNIT
/	JJ	FREQ
day	NN	FREQ
of	IN	O
lovastatin	NN	O
.	.	O

In	IN	O
studies	NNS	O
comparing	VBG	O
0.1	CD	DOS
,	,	O
0.5	CD	DOS
and	CC	O
1	CD	DOS
mg	NN	UNIT
/	NNP	O
kg	NNP	O
/	NNP	O
day,8	VBD	O
it	PRP	O
was	VBD	O
found	VBN	O
that	IN	O
all	DT	O
dosages	NNS	O
provided	VBN	O
initial	JJ	O
clearing	NN	O
of	IN	O
disease	NN	O
,	,	O
but	CC	O
there	RB	O
was	VBD	O
a	DT	O
greater	JJR	O
need	NN	O
for	IN	O
retreatment	NN	O
with	IN	O
the	DT	O
lower	JJR	O
dosages	NNS	O
.	.	O

The	DT	O
recommended	VBN	O
starting	NN	O
dose	NN	O
of	IN	O
PRESTALIA	NNP	O
is	VBZ	O
3.5	CD	DOS
/	JJ	O
2.5	CD	DOS
mg	NN	UNIT
once	RB	FREQ
daily	RB	FREQ
.	.	O

The	DT	O
usual	JJ	O
recommended	VBD	O
starting	VBG	O
dose	NN	O
in	IN	O
elderly	JJ	WHO
patients	NNS	WHO
(	(	WHO
age	NN	WHO
≥	VBZ	WHO
65	CD	WHO
years	NNS	WHO
)	)	WHO
is	VBZ	O
20	CD	DOS
mg	NN	UNIT
once	RB	FREQ
a	DT	FREQ
day	NN	FREQ
given	VBN	O
in	IN	O
the	DT	O
evening	NN	O
at	IN	O
bedtime	NN	O
.	.	O

The	DT	O
recommended	JJ	O
initial	JJ	O
dosage	NN	O
of	IN	O
CARDURA	NNP	O
is	VBZ	O
1	CD	DOS
mg	NN	UNIT
given	VBN	O
once	RB	FREQ
daily	JJ	FREQ
either	CC	O
in	IN	O
the	DT	O
morning	NN	O
or	CC	O
evening	NN	O
.	.	O

Congestive	JJ	O
Heart	NNP	O
Failure	NN	O
:	:	O
For	IN	O
diuresis	NN	O
in	IN	O
congestive	JJ	O
heart	NN	O
failure	NN	O
,	,	O
the	DT	O
starting	VBG	O
dose	NN	O
is	VBZ	O
usually	RB	O
250	CD	DOS
to	TO	O
375	CD	DOS
mg	NNS	UNIT
once	RB	FREQ
daily	RB	FREQ
in	IN	O
the	DT	O
morning	NN	O
(	(	O
5	CD	DOS
mg	NN	UNIT
per	IN	O
kg	NN	O
)	)	O
.	.	O

Thereafter	RB	O
,	,	O
the	DT	O
dosage	NN	O
may	MD	O
be	VB	O
increased	VBN	O
gradually	RB	O
over	IN	O
the	DT	O
next	JJ	O
several	JJ	O
weeks	NNS	O
,	,	O
up	RB	O
to	TO	O
a	DT	O
maximum	NN	O
of	IN	O
250	CD	DOS
mg	JJ	UNIT
daily	RB	FREQ
.	.	O

Using	VBG	O
the	DT	O
transfer	NN	O
device	NN	O
provided	VBD	O
,	,	O
reconstitute	NN	O
by	IN	O
adding	VBG	O
the	DT	O
contents	NNS	O
of	IN	O
the	DT	O
accompanying	VBG	O
100	CD	DOS
mL	JJ	UNIT
vial	NN	UNIT
of	IN	O
SWFI	NNP	O
to	TO	O
the	DT	O
100	CD	DOS
mg	JJ	UNIT
vial	NN	UNIT
of	IN	O
Activase	NNP	O
.	.	O

The	DT	O
recommended	VBN	O
dose	NN	O
of	IN	O
AMBIEN	NNP	O
in	IN	O
these	DT	WHO
patients	NNS	WHO
is	VBZ	O
5	CD	DOS
mg	NN	UNIT
once	RB	FREQ
daily	JJ	FREQ
immediately	RB	O
before	IN	O
bedtime	NN	O
.	.	O

The	DT	O
usual	JJ	O
adult	NN	WHO
dose	NN	O
is	VBZ	O
one	CD	DOS
tablet	NN	UNIT
(	(	O
37.5	CD	DOS
mg	NN	UNIT
)	)	O
daily	RB	FREQ
,	,	O
as	IN	O
prescribed	VBN	O
by	IN	O
the	DT	O
physician	NN	O
,	,	O
administered	VBN	O
before	IN	O
breakfast	NN	O
or	CC	O
1	CD	O
to	TO	O
2	CD	O
hours	NNS	O
after	IN	O
breakfast	NN	O
.	.	O

A	DT	O
syringe	NN	O
,	,	O
filled	VBN	O
with	IN	O
fluorescein	NN	O
,	,	O
is	VBZ	O
attached	VBN	O
to	TO	O
transparent	VB	O
tubing	NN	O
and	CC	O
a	DT	O
25	CD	O
gauge	NN	O
scalp	NN	O
vein	NN	O
needle	NN	O
for	IN	O
injection	NN	O
.	.	O

Aseptically	RB	O
,	,	O
reconstitute	VB	O
each	DT	O
vial	NN	O
by	IN	O
injecting	VBG	O
20	CD	DOS
mL	NN	UNIT
of	IN	O
0.9	CD	O
%	NN	O
Sodium	NNP	O
Chloride	NNP	O
Injection	NNP	O
,	,	O
USP	NNP	O
.	.	O

In	IN	O
patients	NNS	WHO
with	IN	WHO
mild	JJ	WHO
to	TO	WHO
moderate	VB	WHO
renal	JJ	WHO
impairment	NN	WHO
,	,	O
the	DT	O
maximum	JJ	FREQ
daily	JJ	FREQ
dose	NN	O
should	MD	O
not	RB	O
exceed	VB	O
2.5	CD	DOS
mg	NNS	UNIT
over	IN	O
a	DT	O
24	CD	O
-	:	O
hour	NN	O
period	NN	O
and	CC	O
a	DT	O
1	CD	DOS
-	:	O
mg	NN	O
starting	VBG	O
dose	NN	O
is	VBZ	O
recommended	JJ	O
[	NNP	O
see	NN	O
Use	NNP	O
in	IN	O
Specific	NNP	O
Populations	NNP	O
,	,	O
CLINICAL	NNP	O
PHARMACOLOGY	NNP	O
]	NNP	O
.	.	O

Mitchell2	NNP	O
has	VBZ	O
shown	VBN	O
that	IN	O
particles	VBZ	O
less	JJR	O
than	IN	O
10	CD	DOS
microns	NNS	UNIT
should	MD	O
be	VB	O
retained	VBN	O
in	IN	O
the	DT	O
respiratory	NN	O
tract	JJ	O
satisfactorily	RB	O
.	.	O

As	IN	O
with	IN	O
all	DT	O
intravenous	JJ	O
fluid	NN	O
therapy	NN	O
,	,	O
the	DT	O
parenteral	JJ	O
administration	NN	O
of	IN	O
a	DT	O
solution	NN	O
of	IN	O
amino	NN	O
acids	NNS	O
and	CC	O
dextrose	JJ	O
requires	VBZ	O
an	DT	O
accurate	JJ	O
estimate	NN	O
of	IN	O
the	DT	O
total	JJ	O
fluid	NN	O
and	CC	O
electrolytes	VBZ	O
needed	VBN	O
to	TO	O
compensate	VB	O
for	IN	O
the	DT	O
patient	NN	O
's	POS	O
measurable	JJ	O
urinary	JJ	O
and	CC	O
other	JJ	O
(	(	O
i.e	FW	O
,	,	O
nasogastric	JJ	O
suction	NN	O
,	,	O
fistula	JJ	O
drainage	NN	O
,	,	O
diarrhea	NN	O
)	)	O
daily	JJ	FREQ
losses	NNS	O
.	.	O

When	WRB	O
acetaZOLAMIDE	NN	O
is	VBZ	O
given	VBN	O
in	IN	O
combination	NN	O
with	IN	O
other	JJ	O
anticonvulsants	NNS	O
,	,	O
it	PRP	O
is	VBZ	O
suggested	VBN	O
that	IN	O
the	DT	O
starting	VBG	O
dose	NN	O
should	MD	O
be	VB	O
250	CD	DOS
mg	JJ	UNIT
once	RB	FREQ
daily	JJ	FREQ
in	IN	O
addition	NN	O
to	TO	O
the	DT	O
existing	VBG	O
medications	NNS	O
.	.	O

Using	VBG	O
a	DT	O
new	JJ	O
needle	NN	O
and	CC	O
syringe	NN	O
,	,	O
withdraw	JJ	O
0.5	CD	DOS
mL	NN	UNIT
of	IN	O
reconstituted	JJ	O
vaccine	NN	O
and	CC	O
administer	NN	O
intramuscularly	RB	O
.	.	O

The	DT	O
dose	JJ	O
increase	NN	O
increment	NN	O
should	MD	O
not	RB	O
exceed	VB	O
0.5	CD	DOS
mg	JJ	UNIT
/	NNP	FREQ
day	NN	FREQ
in	IN	O
any	DT	O
one	CD	O
week	NN	O
.	.	O

The	DT	O
recommended	VBN	O
dose	NN	O
is	VBZ	O
one	CD	DOS
troche	NN	UNIT
five	CD	FREQ
times	NNS	FREQ
a	DT	FREQ
day	NN	FREQ
for	IN	O
fourteen	JJ	PER
consecutive	JJ	PER
days	NNS	PER
.	.	O

Treatment	NN	O
should	MD	O
be	VB	O
initiated	VBN	O
with	IN	O
ALDACTONE	NNP	O
25	CD	DOS
mg	NN	UNIT
once	RB	FREQ
daily	JJ	FREQ
if	IN	O
the	DT	O
patient	NN	O
's	POS	O
serum	JJ	O
potassium	NN	O
is	VBZ	O
≤	JJ	O
5	CD	O
mEq	NN	O
/	NNP	O
L	NNP	O
and	CC	O
the	DT	O
patient	NN	O
's	POS	O
serum	JJ	O
creatinine	NN	O
is	VBZ	O
≤	JJ	O
2.5	CD	DOS
mg	NN	UNIT
/	NNP	O
dL	NN	O
.	.	O

The	DT	O
recommended	VBN	O
dose	NN	O
of	IN	O
TRADJENTA	NNP	O
is	VBZ	O
5	CD	DOS
mg	NN	UNIT
once	RB	FREQ
daily	RB	FREQ
.	.	O

Avoid	IN	O
the	DT	O
use	NN	O
of	IN	O
concomitant	NN	O
strong	JJ	O
CYP3A4	NNP	O
/	NNP	O
PgP	NNP	O
inhibitors	NNS	O
(	(	O
e.g	NN	O
,	,	O
ketoconazole	NN	O
,	,	O
itraconazole	NN	O
,	,	O
clarithromycin	NN	O
,	,	O
atazanavir	NN	O
,	,	O
nefazodone	NN	O
,	,	O
saquinavir	NN	O
,	,	O
telithromycin	NN	O
,	,	O
ritonavir	NN	O
,	,	O
indinavir	NN	O
,	,	O
nelfinavir	RB	O
,	,	O
voriconazole	NN	O
)	)	O
in	IN	O
patients	NNS	WHO
receiving	VBG	WHO
AFINITOR	NNP	WHO
Tablets	NNPS	WHO
or	CC	O
AFINITOR	NNP	O
DISPERZ	NNP	O
[	NNP	O
see	VBP	O
WARNINGS	NNP	O
AND	NNP	O
PRECAUTIONS	NNP	O
and	CC	O
DRUG	NNP	O
INTERACTIONS	NNP	O
]	NNP	O
.	.	O

A	DT	O
final	JJ	O
concentration	NN	O
of	IN	O
no	DT	O
greater	JJR	O
than	IN	O
6	CD	DOS
mg	JJ	UNIT
/	NNP	O
mL	NN	O
is	VBZ	O
recommended	VBN	O
.	.	O

To	TO	O
ensure	VB	O
the	DT	O
precise	JJ	O
delivery	NN	O
of	IN	O
the	DT	O
small	JJ	O
volumes	NNS	O
of	IN	O
fluid	NN	O
necessary	JJ	O
for	IN	O
total	JJ	O
parenteral	JJ	O
nutrition	NN	O
in	IN	O
infants	NNS	WHO
,	,	O
accurately	RB	O
calibrated	VBN	O
and	CC	O
reliable	JJ	O
infusion	NN	O
systems	NNS	O
should	MD	O
be	VB	O
used	VBN	O
.	.	O

When	WRB	O
high	JJ	O
dose	NN	O
therapy	NN	O
is	VBZ	O
desired	VBN	O
,	,	O
the	DT	O
recommended	VBN	O
dose	NN	O
of	IN	O
A	NNP	O
-	:	O
Methapred	NNP	O
(	(	O
methylprednisolone	CD	O
sodium	NN	O
succinate	NN	O
)	)	O
sterile	NN	O
powder	NN	O
is	VBZ	O
30	CD	DOS
mg	NN	UNIT
/	NNP	O
kg	NN	O
administered	VBD	O
intravenously	RB	O
over	IN	O
at	IN	O
least	JJS	O
30	CD	O
minutes	NNS	O
.	.	O

ALDACTONE	NNP	O
in	IN	O
a	DT	O
dosage	NN	O
ranging	VBG	O
from	IN	O
25	CD	DOS
mg	NNS	UNIT
to	TO	O
100	CD	DOS
mg	NNS	UNIT
daily	RB	FREQ
is	VBZ	O
useful	JJ	O
in	IN	O
treating	VBG	O
a	DT	O
diuretic	JJ	O
-	:	O
induced	JJ	O
hypokalemia	NN	O
,	,	O
when	WRB	O
oral	JJ	O
potassium	NN	O
supplements	NNS	O
or	CC	O
other	JJ	O
potassium	NN	O
-	:	O
sparing	NN	O
regimens	NNS	O
are	VBP	O
considered	VBN	O
inappropriate	JJ	O
.	.	O

Narcolepsy	NNP	O
seldom	NN	O
occurs	VBZ	O
in	IN	O
children	NNS	WHO
under	IN	WHO
12	CD	WHO
years	NNS	WHO
of	IN	WHO
age	NN	WHO
;	:	O
however	RB	O
,	,	O
when	WRB	O
it	PRP	O
does	VBZ	O
,	,	O
dextroamphetamine	VB	O
sulfate	NN	O
may	MD	O
be	VB	O
used	VBN	O
.	.	O

The	DT	O
total	JJ	O
radiation	NN	O
exposure	NN	O
from	IN	O
Amyvid	NNP	O
administration	NN	O
and	CC	O
subsequent	JJ	O
scan	NN	O
on	IN	O
a	DT	O
PET	NNP	O
/	NNP	O
CT	NNP	O
scanner	NN	O
is	VBZ	O
estimated	VBN	O
to	TO	O
be	VB	O
9	CD	O
mSv	NN	O
.	.	O

The	DT	O
maximum	JJ	O
daily	JJ	FREQ
dose	NN	O
is	VBZ	O
63	CD	DOS
mg	NN	UNIT
(	(	O
four	CD	DOS
doses	NNS	UNIT
)	)	O
.	.	O

The	DT	O
dosage	NN	O
of	IN	O
ALFENTA	NNP	O
(	(	O
alfenta	NN	O
(	(	O
alfenta	JJ	O
(	(	O
alfenta	JJ	O
(	(	O
alfentanil	NN	O
)	)	O
nil	NN	O
)	)	O
nil	NN	O
)	)	O
nil	FW	O
hydrochloride	NN	O
)	)	O
should	MD	O
be	VB	O
individualized	VBN	O
and	CC	O
titrated	VBN	O
to	TO	O
the	DT	O
desired	JJ	O
effect	NN	O
in	IN	O
each	DT	O
patient	NN	O
according	VBG	O
to	TO	O
body	NN	O
weight	NN	O
,	,	O
physical	JJ	O
status	NN	O
,	,	O
underlying	VBG	O
pathological	JJ	O
condition	NN	O
,	,	O
use	NN	O
of	IN	O
other	JJ	O
drugs	NNS	O
,	,	O
and	CC	O
type	NN	O
and	CC	O
duration	NN	O
of	IN	O
surgical	JJ	O
procedure	NN	O
and	CC	O
anesthesia	NN	O
.	.	O

Consider	VB	O
titrating	VBG	O
to	TO	O
dosages	VB	O
higher	JJR	O
than	IN	O
2.5	CD	DOS
mg	NNS	UNIT
three	CD	FREQ
times	NNS	FREQ
a	DT	FREQ
day	NN	FREQ
,	,	O
if	IN	O
tolerated	VBN	O
,	,	O
in	IN	O
patients	NNS	WHO
who	WP	WHO
smoke	VBP	WHO
.	.	O

The	DT	O
suggested	VBN	O
intravenous	JJ	O
dosage	NN	O
level	NN	O
for	IN	O
Cysteine	NNP	O
Hydrochloride	NNP	O
Injection	NNP	O
,	,	O
USP	NNP	O
is	VBZ	O
500	CD	DOS
mg	NN	UNIT
(	(	O
10	CD	DOS
mL	NN	UNIT
)	)	O
for	IN	O
every	DT	O
12.5	CD	DOS
g	NN	UNIT
(	(	O
179	CD	DOS
mL	NN	UNIT
)	)	O
of	IN	O
Aminosyn	NNP	O
-	:	O
PF	VBD	O
7	CD	O
%	NN	O
administered	VBN	O
(	(	O
see	VB	O
package	NN	O
insert	NN	O
for	IN	O
Cysteine	NNP	O
Hydrochloride	NNP	O
Injection	NNP	O
,	,	O
USP	NNP	O
)	)	O
.	.	O

Patients	NNS	WHO
with	IN	WHO
moderate	JJ	WHO
hepatic	JJ	WHO
impairment	NN	WHO
who	WP	WHO
have	VBP	WHO
tolerated	VBN	WHO
AGRYLIN	NNP	WHO
therapy	NN	O
for	IN	O
one	CD	PER
week	NN	PER
may	MD	O
have	VB	O
their	PRP$	O
dose	NN	O
increased	VBN	O
.	.	O

After	IN	O
reconstitution	NN	O
with	IN	O
saline	JJ	O
diluent	NN	O
(	(	O
0.4	CD	O
%	NN	O
Sodium	NNP	O
Chloride	NNP	O
)	)	O
,	,	O
ActHIB	NNP	O
vaccine	NN	O
should	MD	O
be	VB	O
administered	VBN	O
promptly	RB	O
